,tsne_dim_1,tsne_dim_2
778,363.70392,-76.0074
779,-20.696484,-236.75557
780,27.240444,91.405
781,58.674103,-236.1309
782,-274.72528,90.07598
783,-289.87067,-40.168488
784,145.51892,239.58856
785,108.72571,217.64398
786,38.121696,155.79553
787,180.87714,154.36707
788,231.26045,-82.03201
789,189.46085,91.163475
790,-121.583374,-254.63544
791,178.9618,-152.05244
792,236.15468,-161.28893
793,-207.86177,-237.23691
794,168.77068,57.50547
795,-4.6855073,-219.10995
796,190.74364,149.605
797,199.23752,121.80936
798,213.68958,-26.540838
799,78.313446,152.94081
800,98.25816,-124.5219
801,-77.727295,214.31459
802,-260.12094,122.94447
803,75.66288,-89.067505
804,216.99112,-148.05664
805,171.74138,165.13023
806,-67.22658,-83.17494
807,40.895897,94.97759
808,177.105,-148.1975
809,53.630444,-43.92798
810,279.4333,5.2516
811,130.23566,-22.572475
812,102.36523,207.19208
813,317.26495,-66.97578
814,56.131077,-158.3214
815,35.19547,51.314228
816,188.74152,185.50572
817,106.05041,10.126045
818,330.90256,-98.08822
819,173.04173,-79.9376
820,-212.9231,-0.7070378
821,102.09427,-203.80078
822,187.27975,19.792646
823,-260.37973,114.66674
824,-183.0688,57.896805
825,-25.126333,-44.621952
826,127.51583,-99.018616
827,-240.67355,3.1267946
828,-85.71812,114.61249
829,47.260803,177.43135
830,-224.34024,182.93146
831,-304.5057,-30.227448
832,286.07236,-92.006546
833,223.32365,18.430437
834,-161.18297,-143.86873
835,142.12796,-37.51435
836,-276.19266,-55.87123
837,100.46705,23.487549
838,154.02087,247.66684
839,48.679516,236.03758
840,-61.292015,155.5099
841,-122.16369,-201.1783
842,62.26196,28.929277
843,67.74968,-211.83147
844,-157.35175,-163.87029
845,270.09363,20.900366
846,-297.9251,35.236332
847,243.26442,-60.2263
848,-96.76483,-133.16107
849,121.32631,-112.0195
850,-122.903854,-253.18382
851,15.2515335,-229.17531
852,-286.61017,-26.994003
853,-28.732975,-62.741295
854,133.17445,216.78833
855,-105.50147,-247.46959
856,84.69894,61.270744
857,-14.318748,30.360546
858,-161.97633,-231.5742
859,126.74892,241.96172
860,-286.45386,-27.066374
861,284.96967,52.61003
862,-61.901733,-10.2110405
863,116.31375,-110.985855
864,-113.72992,14.797068
865,16.524263,-231.25946
866,-275.96625,30.81331
867,94.23392,29.061384
868,138.51385,3.350095
869,-160.67522,-147.33163
870,126.02329,16.435692
871,-289.67163,-30.820219
872,95.762245,31.076626
873,-58.35955,-30.35408
874,244.85234,-3.8515983
875,42.5947,169.48225
876,-244.66055,-34.247894
